proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,filer__former_company_1__former_conformed_name,filer__former_company_1__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
1h,Elect Director Myles P. Lee,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1h,Elect Director Myles P. Lee,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1i,Elect Director David S. Regnery,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1i,Elect Director David S. Regnery,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1j,Elect Director Melissa N. Schaeffer,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1j,Elect Director Melissa N. Schaeffer,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1k,Elect Director John P. Surma,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1k,Elect Director John P. Surma,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
2,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
2,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
4,Approve PricewaterhouseCoopers LLP as Auditors and Authorize Board to Fix Their Remuneration,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
4,Approve PricewaterhouseCoopers LLP as Auditors and Authorize Board to Fix Their Remuneration,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
5,Authorize Issue of Equity,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
5,Authorize Issue of Equity,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
6,Authorize Issue of Equity without Pre-emptive Rights,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
6,Authorize Issue of Equity without Pre-emptive Rights,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
7,Authorize Reissuance of Repurchased Shares,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
7,Authorize Reissuance of Repurchased Shares,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1a,Elect Director Ronald Sugar,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1a,Elect Director Ronald Sugar,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1b,Elect Director Revathi Advaithi,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1b,Elect Director Revathi Advaithi,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1c,Elect Director Ursula Burns,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1c,Elect Director Ursula Burns,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1d,Elect Director Robert Eckert,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1d,Elect Director Robert Eckert,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1e,Elect Director Amanda Ginsberg,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1e,Elect Director Amanda Ginsberg,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1f,Elect Director Dara Khosrowshahi,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1f,Elect Director Dara Khosrowshahi,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1g,Elect Director Wan Ling Martello,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1g,Elect Director Wan Ling Martello,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1h,Elect Director John Thain,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1h,Elect Director John Thain,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1i,Elect Director David I. Trujillo,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1i,Elect Director David I. Trujillo,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1j,Elect Director Alexander Wynaendts,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1j,Elect Director Alexander Wynaendts,Management,For,For,"UBER TECHNOLOGIES, INC.","MAY 08, 2023",UBER,90353T100,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
