proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date
3A,Receive Explanation on Profit Retention and Distribution Policy,Management,,,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3B,Approve Dividends of EUR 0.69 Per Share,Management,,,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4A,Approve Discharge of Management Board,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4B,Approve Discharge of Supervisory Board,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5,Approve Remuneration Policy for Management Board,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6,Approve Remuneration Policy for Supervisory Board,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
7,Amend Articles of Association,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8A,Elect Juan Colombas to Supervisory Board,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8B,Elect Herman Hulst to Supervisory Board,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8C,Elect Harold Naus to Supervisory Board,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
9A,Grant Board Authority to Issue Shares,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
9B,Grant Board Authority to Issue Shares Up To 10 Percent of Issued Capital and Restricting/Excluding Preemptive Rights,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
10,Authorize Repurchase of Up to 10 Percent of Issued Share Capital,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.1,Elect Director Bryce Blair,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.2,Elect Director Dallas B. Tanner,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.3,Elect Director Jana Cohen Barbe,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.4,Elect Director Richard D. Bronson,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.5,Elect Director Michael D. Fascitelli,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.6,Elect Director Jeffrey E. Kelter,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.7,Elect Director Joseph D. Margolis,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.8,Elect Director John B. Rhea,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.9,Elect Director J. Heidi Roizen,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.10,Elect Director Janice L. Sears,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.11,Elect Director William J. Stein,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Ratify Deloitte & Touche LLP as Auditors,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"INVITATION HOMES, INC.","MAY 20, 2020",INVH,46187W107,"MAR 25, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1a,Elect Director Linda B. Bammann,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1b,Elect Director Stephen B. Burke,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1c,Elect Director Todd A. Combs,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1d,Elect Director James S. Crown,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1e,Elect Director James Dimon,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1f,Elect Director Timothy P. Flynn,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1g,Elect Director Mellody Hobson,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1h,Elect Director Michael A. Neal,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1i,Elect Director Lee R. Raymond,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1j,Elect Director Virginia M. Rometty,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Ratify PricewaterhouseCoopers LLP as Auditor,Management,For,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Require Independent Board Chair,Shareholder,Against,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5,"Report on Reputational Risk Related to Canadian Oil Sands, Oil Sands Pipeline Companies and Arctic Oil and Gas Exploration and Production.",Shareholder,Against,Against,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6,Report on Climate Change,Shareholder,Against,For,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
7,Amend Shareholder Written Consent Provisions,Shareholder,Against,Against,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8,Report on Charitable Contributions,Shareholder,Against,Against,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
9,Report on Gender/Racial Pay Gap,Shareholder,Against,Against,JPMORGAN CHASE & CO.,"MAY 19, 2020",JPM,46625H100,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,Accept Financial Statements and Statutory Reports,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Approve Remuneration Report,Management,For,Against,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Approve Remuneration Policy,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Approve Final Dividend,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5,Elect Claudia Arney as Director,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6,Elect Sophie Gasperment as Director,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
7,Re-elect Andrew Cosslett as Director,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8,Re-elect Jeff Carr as Director,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
9,Re-elect Pascal Cagni as Director,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
10,Re-elect Clare Chapman as Director,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
11,Re-elect Rakhi Goss-Custard as Director,Management,For,For,KINGFISHER PLC,"JUL 09, 2019",KGF,G5256E441,"JUL 05, 2019",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
